date,product_id,units_sold,stock_available_end_of_day,promotion_flag,unit_price
2026-02-14,P02,55,91,0,55
2026-02-15,P02,59,62,0,55
2026-02-16,P02,42,50,0,55
2026-02-17,P02,46,76,0,55
2026-02-18,P02,62,69,0,55
2026-02-19,P02,56,100,0,55
2026-02-20,P02,54,103,0,55
2026-02-21,P02,56,62,0,55
2026-02-22,P02,60,66,0,55
2026-02-23,P02,39,61,0,55
2026-02-24,P02,46,63,0,55
2026-02-25,P02,59,128,0,55
2026-02-26,P02,44,123,0,55
2026-02-27,P02,49,80,0,55
2026-02-28,P02,91,95,0,55
2026-03-01,P02,56,133,0,55
2026-03-02,P02,64,96,0,55
2026-03-03,P02,52,78,0,55
2026-03-04,P02,45,61,0,55
2026-03-05,P02,57,74,0,55
2026-03-06,P02,73,95,1,55
2026-03-07,P02,84,125,1,55
2026-03-08,P02,62,106,0,55
2026-03-09,P02,51,49,0,55
2026-03-10,P02,62,115,0,55
2026-03-11,P02,66,119,0,55
2026-03-12,P02,63,63,0,55
2026-03-13,P02,64,100,1,55
2026-03-14,P02,80,125,1,55
2026-03-15,P02,78,108,0,55
2026-03-16,P02,49,88,0,55
2026-03-17,P02,63,69,0,55
2026-03-18,P02,70,133,0,55
2026-03-19,P02,63,92,0,55
2026-03-20,P02,96,91,1,55
2026-03-21,P02,90,94,1,55
2026-03-22,P02,63,91,0,55
2026-03-23,P02,59,123,0,55
2026-03-24,P02,62,89,0,55
2026-03-25,P02,55,87,0,55
2026-03-26,P02,64,96,0,55
2026-03-27,P02,82,126,1,55
2026-03-28,P02,106,115,1,55
2026-03-29,P02,72,92,0,55
2026-03-30,P02,59,128,0,55
2026-03-31,P02,81,106,0,55
2026-04-01,P02,79,78,0,55
2026-04-02,P02,72,93,0,55
2026-04-03,P02,76,103,0,55
2026-04-04,P02,95,113,0,55
2026-04-05,P02,61,92,0,55
2026-04-06,P02,57,87,0,55
2026-04-07,P02,68,67,0,55
2026-04-08,P02,68,115,0,55
2026-04-09,P02,69,67,0,55
2026-04-10,P02,73,101,0,55
2026-04-11,P02,98,103,0,55
2026-04-12,P02,110,134,0,55
2026-04-13,P02,74,132,0,55
2026-04-14,P02,73,80,0,55
2026-04-15,P02,65,90,0,55
2026-04-16,P02,83,82,0,55
2026-04-17,P02,82,111,0,55
2026-04-18,P02,93,98,0,55
2026-04-19,P02,88,131,0,55
2026-04-20,P02,68,85,0,55
2026-04-21,P02,66,73,0,55
2026-04-22,P02,73,80,0,55
2026-04-23,P02,80,105,0,55
2026-04-24,P02,78,112,0,55
2026-04-25,P02,104,111,0,55
2026-04-26,P02,92,93,0,55
2026-04-27,P02,67,127,0,55
2026-04-28,P02,67,115,0,55
2026-04-29,P02,64,137,0,55
2026-04-30,P02,78,127,0,55
2026-05-01,P02,81,115,0,55
2026-05-02,P02,112,116,0,55
2026-05-03,P02,88,117,0,55
2026-05-04,P02,73,82,0,55
2026-05-05,P02,80,87,0,55
2026-05-06,P02,80,85,0,55
2026-05-07,P02,55,63,0,55
2026-05-08,P02,86,91,0,55
2026-05-09,P02,90,116,0,55
2026-05-10,P02,84,106,0,55
2026-05-11,P02,94,104,0,55
2026-05-12,P02,60,93,0,55
2026-05-13,P02,63,86,0,55
2026-05-14,P02,79,88,0,55
2026-05-15,P02,80,112,0,55
2026-05-16,P02,87,109,0,55
2026-05-17,P02,92,94,0,55
2026-05-18,P02,75,97,0,55
2026-05-19,P02,77,83,0,55
2026-05-20,P02,68,71,0,55
2026-05-21,P02,76,126,0,55
2026-05-22,P02,72,82,0,55
2026-05-23,P02,83,101,0,55
2026-05-24,P02,96,116,0,55
2026-05-25,P02,75,70,0,55
2026-05-26,P02,76,107,0,55
2026-05-27,P02,83,85,0,55
2026-05-28,P02,74,88,0,55
2026-05-29,P02,80,107,0,55
2026-05-30,P02,84,81,0,55
2026-05-31,P02,95,104,0,55
2026-06-01,P02,33,33,0,55
2026-06-02,P02,45,45,0,55
2026-06-03,P02,31,31,0,55
2026-06-04,P02,73,107,0,55
2026-06-05,P02,78,96,0,55
2026-06-06,P02,103,117,0,55
2026-06-07,P02,84,107,0,55
2026-06-08,P02,67,138,0,55
2026-06-09,P02,67,103,0,55
2026-06-10,P02,65,80,0,55
2026-06-11,P02,72,72,0,55
2026-06-12,P02,72,86,0,55
2026-06-13,P02,69,80,0,55
2026-06-14,P02,97,130,0,55
2026-06-15,P02,71,98,0,55
2026-06-16,P02,81,112,0,55
2026-06-17,P02,71,117,0,55
2026-06-18,P02,71,78,0,55
2026-06-19,P02,77,107,0,55
2026-06-20,P02,90,100,0,55
2026-06-21,P02,79,106,0,55
2026-06-22,P02,87,136,0,55
2026-06-23,P02,77,114,0,55
2026-06-24,P02,60,118,0,55
2026-06-25,P02,72,90,0,55
2026-06-26,P02,71,97,0,55
2026-06-27,P02,84,84,0,55
2026-06-28,P02,86,133,0,55
2026-06-29,P02,76,109,0,55
2026-06-30,P02,90,102,0,55
2026-07-01,P02,71,95,0,55
2026-07-02,P02,79,92,0,55
2026-07-03,P02,114,124,1,55
2026-07-04,P02,93,102,1,55
2026-07-05,P02,92,135,0,55
2026-07-06,P02,58,89,0,55
2026-07-07,P02,63,135,0,55
2026-07-08,P02,69,116,0,55
2026-07-09,P02,78,76,0,55
2026-07-10,P02,99,94,1,55
2026-07-11,P02,108,138,1,55
2026-07-12,P02,94,122,0,55
2026-07-13,P02,60,133,0,55
2026-07-14,P02,67,94,0,55
2026-07-15,P02,77,101,0,55
2026-07-16,P02,63,90,0,55
2026-07-17,P02,79,112,1,55
2026-07-18,P02,94,102,1,55
2026-07-19,P02,79,85,0,55
2026-07-20,P02,78,105,0,55
2026-07-21,P02,74,99,0,55
2026-07-22,P02,96,92,0,55
2026-07-23,P02,73,103,0,55
2026-07-24,P02,114,143,1,55
2026-07-25,P02,136,146,1,55
2026-07-26,P02,105,117,0,55
2026-07-27,P02,62,82,0,55
2026-07-28,P02,76,95,0,55
2026-07-29,P02,104,139,0,55
2026-07-30,P02,81,127,0,55
2026-07-31,P02,110,133,1,55
2026-08-01,P02,108,131,0,55
2026-08-02,P02,89,93,0,55
2026-08-03,P02,80,86,0,55
2026-08-04,P02,82,129,0,55
2026-08-05,P02,74,107,0,55
2026-08-06,P02,63,83,0,55
2026-08-07,P02,73,84,0,55
2026-08-08,P02,96,99,0,55
2026-08-09,P02,88,139,0,55
2026-08-10,P02,80,117,0,55
2026-08-11,P02,74,106,0,55
2026-08-12,P02,73,69,0,55
2026-08-13,P02,73,137,0,55
2026-08-14,P02,68,75,0,55
2026-08-15,P02,141,138,1,55
2026-08-16,P02,121,126,1,55
2026-08-17,P02,104,99,1,55
2026-08-18,P02,74,108,0,55
2026-08-19,P02,85,105,0,55
2026-08-20,P02,75,82,0,55
2026-08-21,P02,64,111,0,55
2026-08-22,P02,84,87,0,55
2026-08-23,P02,84,105,0,55
2026-08-24,P02,72,99,0,55
2026-08-25,P02,75,102,0,55
2026-08-26,P02,63,96,0,55
2026-08-27,P02,80,78,0,55
2026-08-28,P02,101,122,0,55
2026-08-29,P02,93,97,0,55
2026-08-30,P02,92,124,0,55
2026-08-31,P02,84,92,0,55
2026-09-01,P02,67,75,0,55
2026-09-02,P02,87,137,0,55
2026-09-03,P02,76,121,0,55
2026-09-04,P02,92,126,0,55
2026-09-05,P02,92,90,0,55
2026-09-06,P02,91,97,0,55
2026-09-07,P02,64,96,0,55
2026-09-08,P02,70,102,0,55
2026-09-09,P02,65,101,0,55
2026-09-10,P02,87,122,0,55
2026-09-11,P02,64,61,0,55
2026-09-12,P02,87,88,0,55
2026-09-13,P02,96,121,0,55
2026-09-14,P02,80,113,0,55
2026-09-15,P02,73,131,0,55
2026-09-16,P02,64,132,0,55
2026-09-17,P02,61,114,0,55
2026-09-18,P02,83,132,0,55
2026-09-19,P02,95,95,0,55
2026-09-20,P02,89,126,0,55
2026-09-21,P02,75,75,0,55
2026-09-22,P02,72,106,0,55
2026-09-23,P02,83,138,0,55
2026-09-24,P02,76,100,0,55
2026-09-25,P02,73,101,0,55
2026-09-26,P02,91,102,0,55
2026-09-27,P02,87,104,0,55
2026-09-28,P02,87,137,0,55
2026-09-29,P02,98,94,0,55
2026-09-30,P02,92,107,0,55
2026-10-01,P02,73,112,0,55
2026-10-02,P02,89,123,1,55
2026-10-03,P02,107,138,1,55
2026-10-04,P02,78,92,0,55
2026-10-05,P02,77,97,0,55
2026-10-06,P02,62,61,0,55
2026-10-07,P02,70,72,0,55
2026-10-08,P02,69,118,0,55
2026-10-09,P02,88,103,1,55
2026-10-10,P02,122,120,1,55
2026-10-11,P02,96,100,0,55
2026-10-12,P02,61,93,0,55
2026-10-13,P02,75,90,0,55
2026-10-14,P02,81,105,0,55
2026-10-15,P02,78,115,0,55
2026-10-16,P02,103,123,1,55
2026-10-17,P02,98,114,1,55
2026-10-18,P02,83,104,0,55
2026-10-19,P02,74,119,0,55
2026-10-20,P02,145,142,1,55
2026-10-21,P02,159,156,1,55
2026-10-22,P02,153,158,1,55
2026-10-23,P02,183,187,1,55
2026-10-24,P02,202,221,1,55
2026-10-25,P02,178,190,1,55
2026-10-26,P02,74,100,0,55
2026-10-27,P02,68,95,0,55
2026-10-28,P02,73,95,0,55
2026-10-29,P02,84,84,0,55
2026-10-30,P02,105,110,1,55
2026-10-31,P02,113,125,1,55
2026-11-01,P02,162,164,1,55
2026-11-02,P02,147,157,1,55
2026-11-03,P02,148,175,1,55
2026-11-04,P02,83,84,0,55
2026-11-05,P02,64,71,0,55
2026-11-06,P02,85,107,0,55
2026-11-07,P02,83,98,0,55
2026-11-08,P02,78,99,0,55
2026-11-09,P02,80,104,0,55
2026-11-10,P02,80,119,0,55
2026-11-11,P02,72,119,0,55
2026-11-12,P02,66,74,0,55
2026-11-13,P02,91,114,0,55
2026-11-14,P02,84,84,0,55
2026-11-15,P02,79,103,0,55
2026-11-16,P02,65,95,0,55
2026-11-17,P02,76,75,0,55
2026-11-18,P02,70,101,0,55
2026-11-19,P02,79,120,0,55
2026-11-20,P02,98,130,0,55
2026-11-21,P02,84,109,0,55
2026-11-22,P02,87,101,0,55
2026-11-23,P02,71,89,0,55
2026-11-24,P02,66,93,0,55
2026-11-25,P02,71,79,0,55
2026-11-26,P02,90,87,0,55
2026-11-27,P02,76,78,0,55
2026-11-28,P02,96,96,0,55
2026-11-29,P02,78,77,0,55
2026-11-30,P02,87,128,0,55
2026-12-01,P02,79,118,0,55
2026-12-02,P02,93,122,0,55
2026-12-03,P02,87,103,0,55
2026-12-04,P02,88,136,0,55
2026-12-05,P02,83,99,0,55
2026-12-06,P02,71,100,0,55
2026-12-07,P02,63,93,0,55
2026-12-08,P02,56,128,0,55
2026-12-09,P02,71,107,0,55
2026-12-10,P02,80,102,0,55
2026-12-11,P02,95,103,0,55
2026-12-12,P02,91,110,0,55
2026-12-13,P02,102,125,0,55
2026-12-14,P02,83,92,0,55
2026-12-15,P02,86,91,0,55
2026-12-16,P02,77,112,0,55
2026-12-17,P02,76,89,0,55
2026-12-18,P02,74,136,0,55
2026-12-19,P02,100,133,0,55
2026-12-20,P02,81,87,0,55
2026-12-21,P02,66,138,0,55
2026-12-22,P02,72,101,0,55
2026-12-23,P02,62,123,0,55
2026-12-24,P02,80,106,0,55
2026-12-25,P02,79,105,0,55
2026-12-26,P02,83,104,0,55
2026-12-27,P02,85,108,0,55
2026-12-28,P02,77,79,0,55
2026-12-29,P02,94,127,0,55
2026-12-30,P02,92,110,0,55
2026-12-31,P02,86,118,0,55
2027-01-01,P02,100,104,0,55
2027-01-02,P02,94,111,0,55
2027-01-03,P02,90,102,0,55
2027-01-04,P02,69,131,0,55
2027-01-05,P02,64,94,0,55
2027-01-06,P02,62,99,0,55
2027-01-07,P02,75,126,0,55
2027-01-08,P02,77,76,0,55
2027-01-09,P02,85,81,0,55
2027-01-10,P02,83,86,0,55
2027-01-11,P02,66,114,0,55
2027-01-12,P02,55,125,0,55
2027-01-13,P02,108,131,1,55
2027-01-14,P02,104,132,1,55
2027-01-15,P02,116,133,1,55
2027-01-16,P02,132,148,1,55
2027-01-17,P02,96,93,0,55
2027-01-18,P02,66,87,0,55
2027-01-19,P02,63,95,0,55
2027-01-20,P02,73,139,0,55
2027-01-21,P02,84,80,0,55
2027-01-22,P02,82,78,0,55
2027-01-23,P02,79,129,0,55
2027-01-24,P02,81,96,0,55
2027-01-25,P02,64,93,0,55
2027-01-26,P02,55,82,0,55
2027-01-27,P02,60,78,0,55
2027-01-28,P02,75,104,0,55
2027-01-29,P02,92,97,0,55
2027-01-30,P02,85,103,0,55
2027-01-31,P02,76,78,0,55
2027-02-01,P02,70,98,0,55
2027-02-02,P02,80,77,0,55
2027-02-03,P02,66,135,0,55
2027-02-04,P02,70,79,0,55
2027-02-05,P02,75,80,0,55
2027-02-06,P02,90,93,0,55
2027-02-07,P02,86,109,0,55
2027-02-08,P02,78,124,0,55
2027-02-09,P02,68,98,0,55
2027-02-10,P02,55,87,0,55
2027-02-11,P02,73,100,0,55
2027-02-12,P02,84,130,0,55
2027-02-13,P02,80,114,0,55
2027-02-14,P02,60,111,0,55
2027-02-15,P02,67,98,0,55
2027-02-16,P02,83,95,0,55
2027-02-17,P02,78,104,0,55
2027-02-18,P02,62,87,0,55
2027-02-19,P02,80,118,0,55
2027-02-20,P02,82,131,0,55
2027-02-21,P02,76,101,0,55
2027-02-22,P02,64,94,0,55
2027-02-23,P02,64,96,0,55
2027-02-24,P02,66,91,0,55
2027-02-25,P02,69,83,0,55
2027-02-26,P02,60,82,0,55
2027-02-27,P02,77,108,0,55
2027-02-28,P02,76,106,0,55
2027-03-01,P02,78,99,0,55
2027-03-02,P02,74,70,0,55
2027-03-03,P02,70,73,0,55
2027-03-04,P02,58,56,0,55
2027-03-05,P02,81,112,1,55
2027-03-06,P02,95,125,1,55
2027-03-07,P02,87,101,0,55
2027-03-08,P02,81,101,0,55
2027-03-09,P02,73,73,0,55
2027-03-10,P02,90,99,0,55
2027-03-11,P02,77,104,0,55
2027-03-12,P02,89,85,1,55
2027-03-13,P02,104,113,1,55
2027-03-14,P02,73,82,0,55
2027-03-15,P02,71,97,0,55
2027-03-16,P02,74,102,0,55
2027-03-17,P02,58,91,0,55
2027-03-18,P02,61,119,0,55
2027-03-19,P02,103,135,1,55
2027-03-20,P02,111,134,1,55
2027-03-21,P02,73,80,0,55
2027-03-22,P02,70,139,0,55
2027-03-23,P02,77,101,0,55
2027-03-24,P02,54,85,0,55
2027-03-25,P02,73,69,0,55
2027-03-26,P02,74,84,1,55
2027-03-27,P02,87,97,1,55
2027-03-28,P02,85,84,0,55
2027-03-29,P02,67,99,0,55
2027-03-30,P02,84,112,0,55
2027-03-31,P02,81,92,0,55
2027-04-01,P02,84,118,0,55
2027-04-02,P02,78,81,0,55
2027-04-03,P02,96,119,0,55
2027-04-04,P02,87,97,0,55
2027-04-05,P02,79,100,0,55
2027-04-06,P02,57,84,0,55
2027-04-07,P02,71,122,0,55
2027-04-08,P02,68,82,0,55
2027-04-09,P02,78,138,0,55
2027-04-10,P02,92,139,0,55
2027-04-11,P02,83,99,0,55
2027-04-12,P02,59,83,0,55
2027-04-13,P02,69,92,0,55
2027-04-14,P02,72,92,0,55
2027-04-15,P02,70,85,0,55
2027-04-16,P02,78,104,0,55
2027-04-17,P02,85,117,0,55
2027-04-18,P02,85,95,0,55
2027-04-19,P02,72,70,0,55
2027-04-20,P02,70,134,0,55
2027-04-21,P02,56,88,0,55
2027-04-22,P02,63,90,0,55
2027-04-23,P02,66,135,0,55
2027-04-24,P02,122,119,0,55
2027-04-25,P02,89,115,0,55
2027-04-26,P02,56,66,0,55
2027-04-27,P02,79,84,0,55
2027-04-28,P02,79,111,0,55
2027-04-29,P02,98,132,0,55
2027-04-30,P02,72,128,0,55
2027-05-01,P02,110,130,0,55
2027-05-02,P02,105,121,0,55
2027-05-03,P02,61,75,0,55
2027-05-04,P02,60,84,0,55
2027-05-05,P02,69,101,0,55
2027-05-06,P02,82,105,0,55
2027-05-07,P02,84,79,0,55
2027-05-08,P02,103,102,0,55
2027-05-09,P02,84,118,0,55
2027-05-10,P02,60,65,0,55
2027-05-11,P02,69,93,0,55
2027-05-12,P02,71,128,0,55
2027-05-13,P02,64,87,0,55
2027-05-14,P02,85,90,0,55
2027-05-15,P02,110,126,0,55
2027-05-16,P02,91,126,0,55
2027-05-17,P02,62,132,0,55
2027-05-18,P02,74,127,0,55
2027-05-19,P02,69,93,0,55
2027-05-20,P02,81,103,0,55
2027-05-21,P02,71,99,0,55
2027-05-22,P02,84,94,0,55
2027-05-23,P02,85,105,0,55
2027-05-24,P02,74,100,0,55
2027-05-25,P02,67,80,0,55
2027-05-26,P02,70,111,0,55
2027-05-27,P02,78,73,0,55
2027-05-28,P02,82,113,0,55
2027-05-29,P02,110,141,0,55
2027-05-30,P02,109,107,0,55
2027-05-31,P02,60,96,0,55
2027-06-01,P02,86,121,0,55
2027-06-02,P02,72,97,0,55
2027-06-03,P02,72,98,0,55
2027-06-04,P02,74,103,0,55
2027-06-05,P02,89,88,0,55
2027-06-06,P02,61,62,0,55
2027-06-07,P02,88,122,0,55
2027-06-08,P02,63,127,0,55
2027-06-09,P02,56,106,0,55
2027-06-10,P02,66,94,0,55
2027-06-11,P02,73,97,0,55
2027-06-12,P02,99,118,0,55
2027-06-13,P02,72,104,0,55
2027-06-14,P02,74,98,0,55
2027-06-15,P02,59,122,0,55
2027-06-16,P02,71,91,0,55
2027-06-17,P02,74,91,0,55
2027-06-18,P02,83,130,0,55
2027-06-19,P02,88,97,0,55
2027-06-20,P02,96,109,0,55
2027-06-21,P02,74,105,0,55
2027-06-22,P02,62,65,0,55
2027-06-23,P02,75,89,0,55
2027-06-24,P02,83,127,0,55
2027-06-25,P02,86,93,0,55
2027-06-26,P02,79,96,0,55
2027-06-27,P02,83,129,0,55
2027-06-28,P02,84,86,0,55
2027-06-29,P02,74,107,0,55
2027-06-30,P02,97,113,0,55
2027-07-01,P02,70,81,0,55
2027-07-02,P02,102,98,1,55
2027-07-03,P02,125,133,1,55
2027-07-04,P02,85,103,0,55
2027-07-05,P02,75,81,0,55
2027-07-06,P02,75,94,0,55
2027-07-07,P02,73,78,0,55
2027-07-08,P02,81,115,0,55
2027-07-09,P02,71,89,1,55
2027-07-10,P02,106,129,1,55
2027-07-11,P02,106,109,0,55
2027-07-12,P02,66,120,0,55
2027-07-13,P02,77,111,0,55
2027-07-14,P02,76,109,0,55
2027-07-15,P02,60,111,0,55
2027-07-16,P02,80,109,1,55
2027-07-17,P02,99,122,1,55
2027-07-18,P02,82,106,0,55
2027-07-19,P02,64,105,0,55
2027-07-20,P02,69,77,0,55
2027-07-21,P02,84,116,0,55
2027-07-22,P02,66,75,0,55
2027-07-23,P02,86,120,1,55
2027-07-24,P02,102,105,1,55
2027-07-25,P02,101,120,0,55
2027-07-26,P02,59,93,0,55
2027-07-27,P02,70,128,0,55
2027-07-28,P02,76,85,0,55
2027-07-29,P02,83,102,0,55
2027-07-30,P02,107,124,1,55
2027-07-31,P02,118,124,1,55
2027-08-01,P02,83,95,0,55
2027-08-02,P02,73,74,0,55
2027-08-03,P02,81,105,0,55
2027-08-04,P02,82,97,0,55
2027-08-05,P02,71,105,0,55
2027-08-06,P02,88,109,0,55
2027-08-07,P02,80,92,0,55
2027-08-08,P02,84,88,0,55
2027-08-09,P02,49,72,0,55
2027-08-10,P02,79,114,0,55
2027-08-11,P02,69,93,0,55
2027-08-12,P02,70,99,0,55
2027-08-13,P02,79,102,0,55
2027-08-14,P02,94,139,0,55
2027-08-15,P02,132,129,1,55
2027-08-16,P02,101,113,1,55
2027-08-17,P02,99,120,1,55
2027-08-18,P02,63,118,0,55
2027-08-19,P02,77,102,0,55
2027-08-20,P02,84,114,0,55
2027-08-21,P02,97,110,0,55
2027-08-22,P02,86,107,0,55
2027-08-23,P02,70,74,0,55
2027-08-24,P02,77,108,0,55
2027-08-25,P02,54,73,0,55
2027-08-26,P02,69,79,0,55
2027-08-27,P02,96,118,0,55
2027-08-28,P02,104,102,0,55
2027-08-29,P02,90,103,0,55
2027-08-30,P02,87,99,0,55
2027-08-31,P02,89,129,0,55
2027-09-01,P02,84,102,0,55
2027-09-02,P02,76,96,0,55
2027-09-03,P02,102,138,0,55
2027-09-04,P02,89,86,0,55
2027-09-05,P02,81,114,0,55
2027-09-06,P02,76,108,0,55
2027-09-07,P02,73,102,0,55
2027-09-08,P02,85,91,0,55
2027-09-09,P02,78,78,0,55
2027-09-10,P02,75,70,0,55
2027-09-11,P02,82,104,0,55
2027-09-12,P02,79,85,0,55
2027-09-13,P02,62,127,0,55
2027-09-14,P02,71,90,0,55
2027-09-15,P02,62,68,0,55
2027-09-16,P02,73,83,0,55
2027-09-17,P02,83,110,0,55
2027-09-18,P02,95,110,0,55
2027-09-19,P02,82,105,0,55
2027-09-20,P02,73,93,0,55
2027-09-21,P02,81,104,0,55
2027-09-22,P02,73,107,0,55
2027-09-23,P02,76,110,0,55
2027-09-24,P02,76,89,0,55
2027-09-25,P02,79,110,0,55
2027-09-26,P02,97,102,0,55
2027-09-27,P02,71,72,0,55
2027-09-28,P02,63,64,0,55
2027-09-29,P02,94,100,0,55
2027-09-30,P02,87,111,0,55
2027-10-01,P02,110,140,1,55
2027-10-02,P02,120,118,1,55
2027-10-03,P02,81,82,0,55
2027-10-04,P02,71,102,0,55
2027-10-05,P02,66,96,0,55
2027-10-06,P02,80,92,0,55
2027-10-07,P02,88,123,0,55
2027-10-08,P02,96,134,1,55
2027-10-09,P02,103,131,1,55
2027-10-10,P02,93,118,0,55
2027-10-11,P02,57,85,0,55
2027-10-12,P02,85,121,0,55
2027-10-13,P02,71,112,0,55
2027-10-14,P02,76,121,0,55
2027-10-15,P02,108,127,1,55
2027-10-16,P02,106,134,1,55
2027-10-17,P02,91,125,0,55
2027-10-18,P02,68,63,0,55
2027-10-19,P02,70,110,0,55
2027-10-20,P02,135,154,1,55
2027-10-21,P02,140,138,1,55
2027-10-22,P02,162,174,1,55
2027-10-23,P02,178,176,1,55
2027-10-24,P02,176,171,1,55
2027-10-25,P02,144,153,1,55
2027-10-26,P02,86,110,0,55
2027-10-27,P02,78,79,0,55
2027-10-28,P02,95,128,0,55
2027-10-29,P02,83,108,1,55
2027-10-30,P02,119,144,1,55
2027-10-31,P02,100,124,0,55
2027-11-01,P02,141,140,1,55
2027-11-02,P02,142,170,1,55
2027-11-03,P02,122,136,1,55
2027-11-04,P02,73,96,0,55
2027-11-05,P02,75,119,0,55
2027-11-06,P02,106,117,0,55
2027-11-07,P02,80,106,0,55
2027-11-08,P02,66,116,0,55
2027-11-09,P02,57,67,0,55
2027-11-10,P02,88,106,0,55
2027-11-11,P02,70,93,0,55
2027-11-12,P02,89,94,0,55
2027-11-13,P02,102,104,0,55
2027-11-14,P02,79,96,0,55
2027-11-15,P02,79,134,0,55
2027-11-16,P02,71,83,0,55
2027-11-17,P02,65,95,0,55
2027-11-18,P02,80,89,0,55
2027-11-19,P02,86,107,0,55
2027-11-20,P02,109,124,0,55
2027-11-21,P02,101,129,0,55
2027-11-22,P02,76,83,0,55
2027-11-23,P02,69,107,0,55
2027-11-24,P02,80,79,0,55
2027-11-25,P02,77,96,0,55
2027-11-26,P02,79,137,0,55
2027-11-27,P02,96,103,0,55
2027-11-28,P02,107,134,0,55
2027-11-29,P02,90,121,0,55
2027-11-30,P02,82,130,0,55
2027-12-01,P02,84,102,0,55
2027-12-02,P02,88,112,0,55
2027-12-03,P02,90,98,0,55
2027-12-04,P02,93,108,0,55
2027-12-05,P02,81,122,0,55
2027-12-06,P02,71,126,0,55
2027-12-07,P02,77,126,0,55
2027-12-08,P02,86,99,0,55
2027-12-09,P02,83,100,0,55
2027-12-10,P02,69,72,0,55
2027-12-11,P02,100,133,0,55
2027-12-12,P02,97,123,0,55
2027-12-13,P02,72,137,0,55
2027-12-14,P02,72,95,0,55
2027-12-15,P02,78,112,0,55
2027-12-16,P02,70,109,0,55
2027-12-17,P02,80,85,0,55
2027-12-18,P02,80,105,0,55
2027-12-19,P02,72,104,0,55
2027-12-20,P02,72,90,0,55
2027-12-21,P02,80,80,0,55
2027-12-22,P02,85,91,0,55
2027-12-23,P02,89,129,0,55
2027-12-24,P02,77,72,0,55
2027-12-25,P02,92,132,0,55
2027-12-26,P02,81,113,0,55
2027-12-27,P02,73,102,0,55
2027-12-28,P02,103,118,0,55
2027-12-29,P02,84,113,0,55
2027-12-30,P02,57,109,0,55
2027-12-31,P02,100,106,0,55
2026-01-01,P03,19,34,0,45
2026-01-02,P03,16,91,0,45
2026-01-03,P03,28,44,0,45
2026-01-04,P03,11,34,0,45
2026-01-05,P03,16,110,0,45
2026-01-06,P03,15,92,0,45
2026-01-07,P03,17,20,0,45
2026-01-08,P03,21,76,0,45
2026-01-09,P03,16,24,0,45
2026-01-10,P03,17,118,0,45
2026-01-11,P03,17,108,0,45
2026-01-12,P03,24,106,0,45
2026-01-13,P03,25,75,1,45
2026-01-14,P03,34,53,1,45
2026-01-15,P03,25,84,1,45
2026-01-16,P03,27,61,1,45
2026-01-17,P03,21,135,0,45
2026-01-18,P03,22,65,0,45
2026-01-19,P03,12,36,0,45
2026-01-20,P03,15,108,0,45
2026-01-21,P03,22,124,0,45
2026-01-22,P03,27,78,0,45
2026-01-23,P03,22,64,0,45
2026-01-24,P03,22,52,0,45
2026-01-25,P03,14,36,0,45
2026-01-26,P03,17,126,0,45
2026-01-27,P03,11,138,0,45
2026-01-28,P03,21,18,0,45
2026-01-29,P03,23,59,0,45
2026-01-30,P03,21,42,0,45
2026-01-31,P03,26,39,0,45
2026-02-01,P03,18,55,0,45
2026-02-02,P03,19,66,0,45
2026-02-03,P03,21,44,0,45
2026-02-04,P03,22,33,0,45
2026-02-05,P03,23,97,0,45
2026-02-06,P03,32,129,0,45
2026-02-07,P03,27,60,0,45
2026-02-08,P03,17,97,0,45
2026-02-09,P03,17,112,0,45
2026-02-10,P03,29,89,0,45
2026-02-11,P03,33,55,0,45
2026-02-12,P03,13,32,0,45
2026-02-13,P03,16,43,0,45
2026-02-14,P03,27,63,0,45
2026-02-15,P03,20,32,0,45
2026-02-16,P03,22,66,0,45
2026-02-17,P03,27,130,0,45
2026-02-18,P03,23,44,0,45
2026-02-19,P03,24,114,0,45
2026-02-20,P03,22,29,0,45
2026-02-21,P03,31,112,0,45
2026-02-22,P03,27,128,0,45
2026-02-23,P03,23,47,0,45
2026-02-24,P03,28,105,0,45
2026-02-25,P03,27,56,0,45
2026-02-26,P03,33,84,0,45
2026-02-27,P03,23,48,0,45
2026-02-28,P03,28,119,0,45
2026-03-01,P03,31,50,0,45
2026-03-02,P03,35,69,0,45
2026-03-03,P03,24,92,0,45
2026-03-04,P03,27,88,0,45
2026-03-05,P03,26,81,0,45
2026-03-06,P03,27,36,1,45
2026-03-07,P03,36,60,1,45
2026-03-08,P03,27,56,0,45
2026-03-09,P03,29,59,0,45
2026-03-10,P03,32,77,0,45
2026-03-11,P03,28,119,0,45
2026-03-12,P03,29,79,0,45
2026-03-13,P03,31,95,1,45
2026-03-14,P03,43,128,1,45
2026-03-15,P03,33,98,0,45
2026-03-16,P03,21,55,0,45
2026-03-17,P03,27,65,0,45
2026-03-18,P03,22,119,0,45
2026-03-19,P03,34,31,0,45
2026-03-20,P03,34,125,1,45
2026-03-21,P03,41,74,1,45
2026-03-22,P03,31,60,0,45
2026-03-23,P03,31,50,0,45
2026-03-24,P03,33,106,0,45
2026-03-25,P03,30,125,0,45
2026-03-26,P03,27,45,0,45
2026-03-27,P03,46,46,1,45
2026-03-28,P03,55,55,1,45
2026-03-29,P03,43,88,0,45
2026-03-30,P03,27,84,0,45
